x y u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
25 145 0.306892 0.739133 -0.599568 -0.942859 0.322046 -0.085588 0.129822 0.591582 0.795722
25 69 -0.111052 0.401372 -0.909157 -0.987627 -0.146561 0.05593 -0.110801 0.904104 0.41268
16 62 -0.126448 -0.105805 -0.986313 0.432647 -0.900623 0.041146 -0.892653 -0.421525 0.159662
121 116 -0.880008 -0.2587 -0.398324 0.438317 -0.119323 -0.890864 0.182938 -0.95856 0.218398
125 125 0.098835 -0.126131 -0.987077 0.872793 -0.46547 0.146871 -0.47798 -0.876031 0.064078
31 61 0.104998 -0.400218 -0.910382 0.987796 0.147884 0.048914 0.115056 -0.904408 0.410864
157 100 0.794965 0.410915 -0.446315 0.140794 0.590624 0.794555 0.59011 -0.694484 0.411663
117 222 -0.459949 0.886424 -0.051946 -0.764843 -0.425234 -0.483938 -0.451099 -0.182874 0.873534
73 196 -0.337448 0.491429 -0.802886 -0.443975 -0.835182 -0.32459 -0.83007 0.246928 0.500009
71 160 -0.467715 0.602235 -0.646958 -0.85312 -0.116161 0.508626 0.231166 0.789818 0.568105
192 80 -0.842669 -0.529586 0.097212 -0.085839 -0.046111 -0.995241 0.531551 -0.847 -0.006605
69 132 0.17207 0.462899 -0.86955 0.978678 -0.180879 0.097363 -0.112213 -0.86776 -0.484141
118 198 0.263693 0.056371 -0.962945 0.747411 0.619153 0.240916 0.609789 -0.783261 0.121122
58 94 0.98316 -0.116913 0.140457 0.030699 0.863323 0.503726 -0.180161 -0.49095 0.852351
46 177 0.087991 0.052062 -0.99476 0.160276 -0.986361 -0.037445 -0.983143 -0.156142 -0.095135
89 108 -0.321369 -0.229019 -0.918842 0.045903 -0.972942 0.226448 -0.945841 0.030596 0.323185
69 81 -0.224254 -0.140491 -0.964345 0.06775 -0.989409 0.128387 -0.972179 -0.036556 0.231385
166 39 0.37747 0.551404 -0.743954 -0.661923 -0.401168 -0.633182 -0.647593 0.731449 0.213562
91 203 0.724749 -0.012112 0.688906 0.610646 0.474408 -0.634073 -0.319142 0.880224 0.351222
158 23 -0.245749 0.963965 0.101895 -0.267886 0.033488 -0.962863 -0.931587 -0.263917 0.249999
44 59 -0.102922 0.398989 -0.911155 -0.987762 -0.148922 0.046364 -0.117193 0.904788 0.409432
35 49 0.513596 -0.832623 0.207267 -0.29679 0.054264 0.953397 -0.805069 -0.551179 -0.219245
111 129 0.986521 0.129433 -0.100122 -0.14954 0.464618 -0.872793 -0.066451 0.876 0.477711
174 140 0.425196 0.445166 -0.788055 0.282802 0.761749 0.582893 0.859786 -0.470709 0.197995
161 112 -0.452442 -0.792326 -0.409285 0.791958 -0.145979 -0.592868 0.409999 -0.592376 0.693536
69 24 0.260355 -0.242446 -0.934574 0.354472 -0.876369 0.326075 -0.898102 -0.416162 -0.142232
94 127 0.008427 0.449079 0.893452 0.291836 0.853479 -0.431741 -0.956435 0.264377 -0.123863
129 210 0.885021 0.054433 0.462355 -0.42853 0.483368 0.763361 -0.181935 -0.873727 0.45111
126 129 -0.12591 -0.098745 -0.987115 -0.465721 -0.872688 0.1467 -0.87593 0.478188 0.063891
61 129 0.174795 0.462276 -0.869334 0.978688 -0.178314 0.101964 -0.107914 -0.86862 -0.483568
201 169 0.327199 -0.227043 0.917273 0.847052 0.50076 -0.178201 -0.418874 0.835277 0.356157
175 156 0.421733 0.444072 -0.790528 0.280947 0.764946 0.579588 0.862103 -0.466527 0.197837
42 83 0.923376 0.269547 0.273389 0.10087 0.516754 -0.850168 -0.370438 0.812584 0.449964
24 112 -0.898982 0.3101 -0.309307 0.252885 -0.2091 -0.94463 -0.357606 -0.927424 0.109558
155 73 0.294339 -0.811856 -0.50423 0.951678 0.200594 0.232556 -0.08766 -0.548309 0.831666
186 83 -0.527695 0.096087 -0.843979 -0.042855 -0.995328 -0.086521 -0.848356 -0.009486 0.529345
40 54 -0.104227 0.400866 -0.910186 -0.987773 -0.148416 0.047746 -0.115949 0.904036 0.411435
152 147 0.852339 0.356092 0.383041 -0.456049 0.86457 0.211036 -0.256019 -0.354556 0.899301
142 128 0.395671 -0.173911 -0.901769 0.793587 -0.429467 0.431018 -0.462253 -0.886181 -0.031919
39 29 0.489552 -0.870761 0.045992 -0.071669 0.012384 0.997351 -0.869027 -0.491547 -0.056342
30 124 -0.898458 0.309202 -0.311725 0.254635 -0.211439 -0.943636 -0.357683 -0.927194 0.111238
103 152 0.932421 0.085652 -0.351108 -0.341689 0.525457 -0.779181 0.117756 0.846494 0.519212
201 47 -0.153189 0.041465 -0.987324 -0.741905 -0.664812 0.08719 -0.652772 0.745862 0.132604
174 162 0.375618 -0.544299 -0.750098 0.737445 -0.314683 0.59762 -0.561336 -0.777633 0.283185
60 75 -0.26037 0.883267 -0.389932 -0.229028 -0.448834 -0.863766 -0.937955 -0.135595 0.31915
130 207 -0.303357 0.056974 -0.951168 0.905631 -0.293223 -0.306386 -0.296378 -0.954334 0.037327
118 71 0.996005 0.018606 -0.087448 0.089194 -0.274484 0.957446 -0.0062 -0.961403 -0.275042
149 90 0.433866 -0.507558 -0.744409 0.852257 -0.036828 0.521827 -0.292276 -0.860829 0.416588
58 55 -0.612723 -0.211827 -0.761387 0.317053 -0.948369 0.008712 -0.723926 -0.236042 0.64823
70 152 -0.759734 -0.479994 -0.438651 0.484059 0.032937 -0.874415 0.434165 -0.876649 0.207319
104 58 0.150657 -0.985357 -0.079845 -0.23348 -0.113948 0.965661 -0.96062 -0.126843 -0.247228
60 120 -0.16613 -0.394975 -0.903543 0.736282 -0.659205 0.15278 -0.655965 -0.639888 0.400318
143 122 0.993922 -0.018318 0.108558 0.091338 0.687718 -0.720205 -0.061472 0.725751 0.685209
203 55 -0.151784 0.04161 -0.987535 -0.741281 -0.665678 0.085886 -0.653807 0.745081 0.131882
47 24 0.870291 0.490525 0.044471 -0.012166 -0.06886 0.997543 0.492392 -0.86871 -0.053959
116 212 0.886314 0.052578 0.460101 -0.425381 0.485143 0.763992 -0.183055 -0.872856 0.452334
82 76 0.191717 0.314698 -0.929626 0.980101 -0.111072 0.164523 -0.051483 -0.942671 -0.329733
208 99 0.901998 0.417726 -0.109109 -0.301804 0.790771 0.532537 0.308739 -0.44742 0.839343
89 161 0.746711 -0.61915 -0.243061 0.407341 0.136778 0.902971 -0.52583 -0.773275 0.354337
172 46 0.203339 0.422802 -0.883112 0.973691 -0.182093 0.137014 -0.102881 -0.887737 -0.448707
116 131 -0.126413 -0.098808 -0.987044 -0.465501 -0.872757 0.146982 -0.875975 0.478049 0.064332
143 97 -0.763157 -0.473949 -0.439279 0.516439 -0.038697 -0.855445 0.388445 -0.879705 0.274288
68 104 -0.920036 -0.321183 -0.224449 0.220832 0.048157 -0.974122 0.323679 -0.945792 0.02662
108 153 -0.345072 0.934746 0.084691 -0.781147 -0.336045 0.526199 0.520324 0.115424 0.846132
89 99 0.220331 -0.322212 -0.92067 0.975168 0.050939 0.215546 -0.02256 -0.945294 0.325429
135 216 -0.020144 -0.018769 -0.999609 0.967923 -0.25083 -0.014802 -0.250448 -0.967859 0.02322
110 83 0.381523 0.92001 0.089579 -0.107219 0.140302 -0.98428 -0.918123 0.365929 0.152171
178 136 -0.20772 0.81654 -0.538623 -0.91128 0.038618 0.409977 0.355562 0.575994 0.736073
55 174 0.087391 0.05115 -0.994859 0.158188 -0.986721 -0.036828 -0.983536 -0.154163 -0.09432
65 35 0.491534 -0.366046 -0.790192 0.784313 -0.208281 0.584357 -0.378482 -0.90699 0.184718
103 34 -0.522533 -0.289585 -0.801934 -0.091025 -0.916234 0.390166 -0.847747 0.276871 0.452403
155 117 -0.023569 -0.993881 0.107755 0.690618 -0.094138 -0.717085 0.722861 0.057481 0.688604
17 156 -0.976325 0.205164 0.068649 -0.116894 -0.767262 0.630589 0.182046 0.607632 0.773065
45 85 0.923003 0.269231 0.274932 0.102193 0.517325 -0.84966 -0.370988 0.812336 0.449978
218 131 0.835883 0.47036 0.282965 -0.297259 -0.045499 0.953707 0.461465 -0.881301 0.101785
126 136 0.34546 -0.083149 -0.934731 0.780382 -0.527783 0.335362 -0.521219 -0.845306 -0.117437
167 110 -0.450447 -0.793051 -0.410083 0.793892 -0.145654 -0.590357 0.408457 -0.591484 0.695205
149 216 0.070427 0.817632 -0.57141 -0.641109 -0.401769 -0.653881 -0.764212 0.41241 0.49589
84 181 -0.290369 0.550915 -0.782413 -0.956909 -0.163364 0.24009 0.004439 0.818424 0.5746
58 187 0.34365 -0.896723 0.278912 -0.428078 0.114778 0.896421 -0.835862 -0.42745 -0.34442
137 21 -0.531633 0.12768 -0.837292 -0.42922 -0.892847 0.136394 -0.730164 0.431898 0.529456
46 143 0.25907 -0.207812 -0.943236 0.892535 -0.321733 0.316028 -0.369143 -0.923743 0.102126
69 145 0.429029 -0.364812 -0.826336 0.598454 -0.570461 0.562531 -0.676616 -0.735863 -0.026422
62 126 -0.045837 0.728125 0.683896 0.115892 0.683877 -0.720336 -0.992212 0.046236 -0.115729
97 163 0.746599 -0.619422 -0.242713 0.406867 0.136472 0.903231 -0.526358 -0.77311 0.353912
90 13 0.415477 0.639592 0.646766 -0.018215 0.716753 -0.697086 -0.909423 0.277843 0.309442
63 162 0.758802 -0.480381 0.439831 -0.48569 0.032617 0.873524 -0.433976 -0.87645 -0.208564
120 6 0.322539 0.936987 -0.134266 0.080737 -0.168564 -0.982377 -0.943108 0.306011 -0.130014
139 39 -0.817191 0.576291 0.009404 0.215338 0.320409 -0.922477 -0.534639 -0.751816 -0.385924
157 69 -0.295554 0.812231 -0.502901 -0.950904 -0.199499 0.23664 0.091885 0.548151 0.831318
34 107 -0.898881 0.309376 -0.310328 0.254052 -0.209092 -0.944318 -0.357037 -0.927667 0.109353
56 125 0.726435 -0.047955 -0.685559 0.685773 0.115701 0.718562 0.044859 -0.992125 0.116933
42 176 -0.994914 0.087111 0.050604 -0.036036 0.161324 -0.986242 -0.094076 -0.983049 -0.157364
136 196 0.300515 0.95246 -0.050159 -0.906921 0.301635 0.29418 0.295319 -0.042921 0.954416
51 191 0.34505 -0.896238 0.278727 -0.425308 0.115439 0.897656 -0.836704 -0.428286 -0.341331
34 191 0.256737 0.29383 -0.92073 -0.524216 -0.758015 -0.388082 -0.811964 0.582303 -0.040578
105 20 -0.149202 0.942867 0.297898 -0.3603 0.228719 -0.904361 -0.920827 -0.242265 0.305587
42 198 0.399859 -0.916084 -0.030066 -0.439019 -0.220217 0.871071 -0.804596 -0.335109 -0.490232
4 96 0.512542 0.836939 -0.191964 -0.087765 -0.171342 -0.981279 -0.854171 0.519807 -0.01436
70 38 0.404745 0.170814 -0.898334 0.845999 0.302938 0.438763 0.347087 -0.937578 -0.021894
147 167 -0.271116 0.868519 -0.414923 -0.385102 -0.492942 -0.780196 -0.88216 -0.051731 0.46811
186 186 0.715397 0.573298 -0.399425 -0.542222 0.094965 -0.834849 -0.440684 0.813828 0.378788
124 92 -0.367783 0.542985 -0.754919 -0.082921 -0.827735 -0.554959 -0.926208 -0.141504 0.34945
96 179 0.779178 -0.554121 0.292978 -0.242147 0.165024 0.956101 -0.578147 -0.815913 -0.0056
193 100 0.107645 -0.901639 0.418879 -0.533795 0.303057 0.789444 -0.83874 -0.308575 -0.448659
105 78 0.939682 0.318585 -0.124517 -0.27372 0.482056 -0.832284 -0.205125 0.816168 0.540178
68 35 0.403855 0.169735 -0.898939 0.846817 0.302417 0.437538 0.346129 -0.937941 -0.021597
128 86 -0.367104 0.543099 -0.755166 -0.082675 -0.827689 -0.555065 -0.9265 -0.14133 0.348747
134 162 -0.124272 0.290116 -0.948888 0.986496 -0.066743 -0.149594 -0.106749 -0.954657 -0.277898
165 86 0.339627 -0.353778 -0.871476 0.864282 -0.248154 0.437535 -0.371055 -0.901829 0.221468
49 22 0.870404 0.490344 0.044284 -0.011676 -0.069365 0.997515 0.492204 -0.868772 -0.05465
40 88 0.400795 0.213711 -0.890893 0.349671 0.863109 0.364348 0.846826 -0.457558 0.271203
97 202 0.724319 -0.0147 0.689307 0.611867 0.474509 -0.632819 -0.317779 0.880132 0.352688
54 157 -0.479439 -0.43956 -0.759561 0.031462 -0.873571 0.485671 -0.877013 0.208951 0.432651
123 192 -0.663372 0.746599 0.050289 -0.137734 -0.055764 -0.988898 -0.735507 -0.662933 0.139823
148 33 0.493782 0.101378 -0.863653 0.853708 -0.245439 0.459282 -0.165414 -0.9641 -0.20774
175 60 0.42282 0.882734 -0.204975 -0.178674 -0.140546 -0.973811 -0.888428 0.448373 0.098295
124 120 -0.126194 -0.099182 -0.987035 -0.466393 -0.87223 0.147272 -0.875532 0.478931 0.06381
131 199 -0.8257 0.277789 0.490986 0.05799 -0.823961 0.563659 0.56113 0.493884 0.664238
132 188 0.048713 0.663141 -0.746892 -0.988823 0.137566 0.057657 0.140993 0.735733 0.662436
195 90 0.107603 -0.90186 0.418413 -0.534662 0.302337 0.789129 -0.838195 -0.308618 -0.449656
3 111 0.512564 0.83676 -0.192646 -0.091828 -0.16966 -0.981208 -0.853728 0.520633 -0.010117
46 164 0.994882 -0.053197 -0.085937 0.038568 0.985748 -0.163745 0.093427 0.15959 0.98275
206 163 0.871258 0.078254 -0.48457 -0.433504 0.585745 -0.684822 0.230228 0.806708 0.544235
71 25 0.243427 0.258623 -0.9348 0.878318 0.350095 0.325567 0.411482 -0.900302 -0.141928
108 138 0.344709 -0.084238 -0.934916 0.781128 -0.526615 0.335451 -0.520601 -0.845921 -0.115729
146 38 -0.492202 0.864934 -0.098154 -0.854359 -0.458412 0.244917 0.166843 0.204415 0.964528
113 75 0.142394 0.988812 -0.044463 -0.197824 -0.015586 -0.980112 -0.969841 0.148357 0.19339
103 130 0.893059 0.449858 -0.009062 -0.43259 0.852892 -0.292298 -0.123763 0.264953 0.956283
184 134 -0.207876 0.817485 -0.537127 -0.911039 0.038096 0.41056 0.356089 0.574687 0.73684
186 32 -0.942716 0.301013 -0.143808 -0.331559 -0.893058 0.304169 -0.036864 0.334429 0.941697
82 175 0.779631 -0.553805 0.292372 -0.242001 0.164178 0.956283 -0.5776 -0.816297 -0.006029
69 63 0.893557 0.05224 0.445926 -0.435918 -0.136912 0.889512 0.107524 -0.989193 -0.099558
44 144 -0.205708 -0.94401 0.257929 -0.321521 0.314131 0.893276 -0.924291 0.100826 -0.368138
103 71 0.319913 -0.938783 -0.127835 0.484533 0.278053 -0.829403 0.814186 0.203404 0.543813
57 168 -0.757608 -0.480124 -0.442164 0.487992 0.033236 -0.872216 0.43347 -0.87657 0.209114
137 197 0.30085 0.952381 -0.049664 -0.906919 0.30182 0.293973 0.294958 -0.043409 0.954511
176 22 0.94376 0.139433 -0.299793 0.329127 -0.30975 0.892037 0.031519 -0.94054 -0.338218
66 66 -0.891924 0.051594 -0.449252 0.438969 -0.139894 -0.887546 -0.108665 -0.98881 0.102117
78 51 0.357938 -0.919403 0.163012 -0.236275 0.079713 0.968409 -0.903362 -0.385147 -0.188699
24 47 0.512971 -0.832807 0.208069 -0.297487 0.054903 0.953141 -0.805211 -0.55084 -0.219593
42 75 -0.142912 0.94573 -0.291832 -0.989736 -0.137093 0.040418 -0.001783 0.294612 0.955615
205 66 0.899918 -0.42575 -0.094293 0.027867 -0.159626 0.986781 -0.43518 -0.890646 -0.131786
150 116 -0.020145 -0.99372 0.110086 0.691126 -0.093409 -0.716673 0.722458 0.061649 0.688658
196 133 0.670569 0.518214 -0.530847 -0.496217 0.845241 0.198309 0.551466 0.130437 0.823938
206 102 -0.10861 -0.900562 -0.420947 0.536795 0.303295 -0.78731 0.836701 -0.311471 0.450466
70 213 -0.258023 -0.551016 -0.793602 0.132793 -0.833832 0.535782 -0.956985 0.032871 0.288318
103 170 0.8218 0.419457 -0.385621 -0.476755 0.135582 -0.868506 -0.312012 0.897606 0.3114
137 158 0.948657 0.291266 -0.123351 0.149953 -0.070761 0.986155 0.278506 -0.954025 -0.110796
145 69 0.299739 -0.81203 -0.500756 0.949635 0.203638 0.238202 -0.091461 -0.546923 0.832167
188 40 0.067543 -0.99738 0.025863 -0.21554 0.010721 0.976436 -0.974158 -0.071525 -0.214249
146 25 0.862631 0.496215 -0.0982 -0.462099 0.85201 0.246089 0.20578 -0.166905 0.964249
202 104 0.41637 0.108871 -0.902648 0.790826 -0.533239 0.300434 -0.44863 -0.838918 -0.308132
130 220 -0.459801 0.886386 -0.05391 -0.765129 -0.426246 -0.482583 -0.450749 -0.180647 0.874182
57 139 -0.092464 -0.995482 -0.021495 -0.277958 0.00508 0.96058 -0.956136 0.094794 -0.277169
120 157 -0.345937 0.934459 0.084362 -0.781569 -0.336747 0.525122 0.519115 0.115728 0.84683
79 87 -0.225491 -0.138901 -0.96429 0.06624 -0.989681 0.127061 -0.971996 -0.035228 0.232351
38 167 -0.676447 -0.195564 -0.71005 0.230422 -0.9719 0.048178 -0.699522 -0.131025 0.702495
90 78 -0.319569 -0.128065 -0.938869 -0.479729 -0.832596 0.276854 -0.817153 0.538872 0.20463
136 154 -0.124574 0.289935 -0.948904 0.98641 -0.067097 -0.149999 -0.107168 -0.954688 -0.277635
65 51 -0.98735 0.037249 -0.154129 0.156816 0.373322 -0.914352 0.023482 -0.926952 -0.374439
142 58 -0.948367 0.290366 -0.127673 0.098359 -0.113467 -0.988661 -0.301555 -0.95016 0.079049
77 30 0.243775 0.258102 -0.934853 0.878439 0.349735 0.325619 0.411008 -0.900593 -0.141472
7 96 0.513144 0.836682 -0.191436 -0.090776 -0.168892 -0.981439 -0.853491 0.521009 -0.010712
147 60 -0.295 0.812261 -0.503199 -0.951416 -0.201074 0.233193 0.088234 0.547541 0.832112
222 108 0.489177 -0.240733 -0.838303 0.435244 0.900301 -0.004559 0.755825 -0.362637 0.545184
178 142 -0.788689 -0.426912 -0.442402 0.581709 -0.285315 -0.761709 0.19896 -0.858111 0.473355
105 9 -0.304548 -0.952466 0.007674 -0.011203 0.01164 0.999868 -0.952432 0.304421 -0.014217
156 16 -0.851857 0.086356 -0.516611 0.468091 -0.317037 -0.824848 -0.235017 -0.944475 0.229637
175 146 -0.424809 -0.44567 -0.787976 -0.281648 -0.762164 0.582909 -0.860358 0.469562 0.198245
71 212 0.551998 -0.259513 -0.792439 0.832911 0.12626 0.538827 -0.039771 -0.957439 0.28584
178 198 -0.859526 0.375441 -0.346793 0.020815 -0.652246 -0.75772 -0.510679 -0.658489 0.552806
118 53 0.150625 -0.984884 -0.085565 -0.230029 -0.119094 0.965866 -0.961458 -0.125803 -0.244488
169 148 0.444913 -0.424852 -0.788385 0.762574 -0.28189 0.582252 -0.469611 -0.860257 0.19856
151 26 0.862702 0.495899 -0.099157 -0.461657 0.852301 0.245913 0.206462 -0.166372 0.964196
97 60 -0.081072 0.149977 -0.985359 0.966393 -0.230152 -0.11454 -0.243963 -0.961527 -0.126275
160 49 0.419921 0.883545 -0.207432 -0.181346 -0.142265 -0.973068 -0.889262 0.446224 0.10048
140 10 -0.413282 0.580298 -0.70174 0.578464 -0.427859 -0.69449 -0.703268 -0.692958 -0.158861
162 107 -0.449916 -0.793694 -0.409411 0.794294 -0.146055 -0.589723 0.408269 -0.590514 0.696139
70 146 0.428999 -0.364742 -0.82638 0.598609 -0.570367 0.562463 -0.676504 -0.73597 -0.026354
140 18 -0.531277 0.13008 -0.837145 -0.430435 -0.892553 0.13449 -0.729708 0.431796 0.530167
41 54 -0.103358 0.400146 -0.9106 -0.987762 -0.148819 0.046721 -0.116825 0.90429 0.410628
140 42 -0.050569 0.994185 -0.094999 -0.609601 0.044614 0.791456 0.79111 0.097923 0.603792
45 169 -0.994925 0.086218 0.051885 -0.037469 0.161117 -0.986223 -0.093388 -0.983162 -0.157067
101 14 0.95306 0.007333 0.302702 -0.010883 0.999892 0.010049 -0.302603 -0.012889 0.953025
56 198 0.397732 -0.866412 0.301899 -0.36302 0.153585 0.919027 -0.842635 -0.475134 -0.253431
141 95 0.752043 -0.493726 0.436656 -0.517667 -0.032334 0.854959 -0.408006 -0.869028 -0.279893
65 152 -0.759217 -0.480657 -0.438819 0.484255 0.033306 -0.874294 0.434856 -0.87627 0.207472
111 122 -0.826688 -0.020425 -0.562288 0.513552 0.380936 -0.768859 0.229896 -0.92438 -0.304432
126 93 -0.368525 0.542378 -0.754994 -0.082124 -0.827974 -0.554719 -0.925985 -0.142425 0.349669
91 207 -0.686305 0.011623 -0.727221 0.636058 -0.475328 -0.60786 -0.352735 -0.879731 0.318829
3 127 0.153467 -0.250154 -0.95596 0.880885 -0.403752 0.247058 -0.44777 -0.880008 0.15839
140 127 -0.396961 0.900814 0.175941 -0.792228 -0.43308 0.429906 0.463463 0.03127 0.885563
21 86 -0.763309 0.465533 -0.44793 0.164179 -0.530778 -0.831446 -0.62485 -0.708183 0.328718
39 107 0.31153 0.30963 -0.898365 0.943529 -0.213007 0.25377 -0.112781 -0.926692 -0.3585
187 58 -0.462624 0.522794 0.716007 0.110637 0.835361 -0.538452 -0.879624 -0.169883 -0.444298
67 95 0.22164 -0.321486 -0.920601 0.974863 0.05082 0.216957 -0.022957 -0.945551 0.324674
9 70 0.19375 0.588692 0.784794 0.005627 0.799272 -0.60094 -0.981037 0.120846 0.151549
29 123 -0.898601 0.30919 -0.311323 0.254248 -0.211352 -0.943761 -0.357598 -0.927218 0.111313
116 5 -0.052626 0.979951 -0.192177 -0.9981 -0.0578 -0.021394 -0.032076 0.190683 0.981124
8 149 0.912298 -0.097469 -0.397763 0.336578 -0.374877 0.863818 -0.233307 -0.921936 -0.30919
196 102 -0.901991 0.108664 -0.417861 0.301564 -0.534084 -0.789818 -0.308997 -0.838422 0.448964
70 158 0.439222 -0.478243 -0.760501 0.874482 0.033641 0.483893 -0.205838 -0.877583 0.432991
171 60 0.422717 0.882695 -0.20535 -0.180044 -0.140284 -0.973598 -0.8882 0.44853 0.099623
46 167 0.994688 -0.053062 -0.088231 0.038165 0.985933 -0.162713 0.095624 0.158482 0.98272
140 48 0.094789 0.994137 -0.052028 -0.792894 0.043796 -0.607785 -0.601949 0.098864 0.79239
150 76 0.432789 -0.508883 -0.74413 0.853063 -0.035743 0.520583 -0.291517 -0.860091 0.418643
41 78 -0.945989 0.2924 -0.140053 0.13424 -0.039937 -0.990139 -0.295114 -0.955462 -0.001476
44 182 0.088474 0.052478 -0.994694 0.160275 -0.986349 -0.037784 -0.9831 -0.156083 -0.095677
177 58 0.204033 0.422327 -0.883167 0.97381 -0.180116 0.138825 -0.100431 -0.88837 -0.448016
28 51 0.513626 -0.832244 0.208707 -0.296291 0.056243 0.95343 -0.805238 -0.551558 -0.217704
124 39 -0.930624 0.121225 -0.345329 0.300071 -0.287508 -0.909558 -0.209535 -0.950078 0.231171
101 4 0.952692 0.010118 0.30377 -0.013844 0.999855 0.010115 -0.303624 -0.013844 0.952688
119 204 0.17821 -0.413702 -0.892798 0.148144 -0.8857 0.439978 -0.972783 -0.210668 -0.096561
146 21 0.862412 0.496733 -0.097496 -0.462718 0.851659 0.246116 0.205292 -0.16714 0.964319
154 146 -0.356878 0.852242 0.382516 -0.864586 -0.456403 0.210229 0.35375 -0.255693 0.899709
51 140 0.258461 -0.208735 -0.943199 0.892885 -0.321053 0.315726 -0.368721 -0.923772 0.103397
118 190 0.263724 0.054562 -0.96305 0.746641 0.620579 0.239622 0.610721 -0.782246 0.122917
89 86 0.320047 -0.938596 -0.128879 0.485387 0.279266 -0.828498 0.813634 0.202605 0.544932
69 114 -0.919939 -0.320137 -0.226331 0.222563 0.048841 -0.973693 0.322771 -0.946111 0.02632
127 50 -0.092126 0.056875 -0.99412 0.794985 0.605378 -0.039037 0.599599 -0.7939 -0.100986
168 117 0.170706 0.49431 -0.85236 0.880408 -0.464946 -0.093314 -0.442427 -0.734495 -0.514564
96 199 0.054245 0.51841 0.853402 0.393614 0.774365 -0.49541 -0.917676 0.362799 -0.162045
46 126 -0.897878 0.310991 -0.311616 0.255127 -0.209306 -0.943979 -0.358794 -0.927079 0.108587
84 16 0.754726 -0.580684 -0.305283 0.631446 0.769208 0.097943 0.177952 -0.266691 0.94721
34 180 -0.108861 -0.218347 -0.969775 0.701959 -0.70765 0.080538 -0.703857 -0.671982 0.230294
164 34 0.377543 0.550652 -0.744471 -0.661902 -0.401761 -0.632828 -0.647574 0.731692 0.212802
53 186 0.343771 -0.896311 0.280084 -0.429044 0.115399 0.895881 -0.835313 -0.428146 -0.344885
35 159 -0.676089 -0.193825 -0.71087 0.232837 -0.971542 0.043474 -0.699081 -0.136127 0.701967
2 111 0.512109 0.836881 -0.193391 -0.088373 -0.172639 -0.980987 -0.854366 0.519495 -0.014442
96 207 0.725393 -0.012493 0.688217 0.60953 0.476196 -0.633804 -0.319812 0.879256 0.35304
85 160 0.747864 -0.617816 -0.242906 0.406618 0.137077 0.903254 -0.524749 -0.774286 0.353728
190 136 -0.208808 0.816774 -0.537847 -0.910252 0.038754 0.412237 0.357549 0.575656 0.735378
51 157 -0.156982 -0.0226 -0.987342 0.834459 -0.537762 -0.120363 -0.52824 -0.842793 0.103279
121 124 -0.126512 -0.098909 -0.987021 -0.46652 -0.872176 0.147192 -0.87542 0.479084 0.064197
177 181 -0.515655 0.486112 0.705547 -0.103068 0.782299 -0.614313 -0.850578 -0.389491 -0.353294
214 120 -0.078174 0.815666 -0.573212 0.156229 -0.557849 -0.815104 -0.984626 -0.153274 -0.083824
90 3 -0.302368 -0.012509 -0.953109 -0.013471 -0.999758 0.017393 -0.953097 0.018095 0.302127
173 22 -0.943851 0.300243 -0.137838 -0.329022 -0.891942 0.310139 -0.029826 0.338075 0.940645
202 165 0.326686 -0.227371 0.917375 0.847503 0.500113 -0.17785 -0.418351 0.835576 0.356078
84 13 0.753514 0.306725 -0.581495 0.632472 -0.096788 0.76851 0.17944 -0.946868 -0.266921
77 78 0.193669 0.313824 -0.929518 0.979608 -0.113512 0.16578 -0.053487 -0.942673 -0.329408
37 90 0.403189 0.213656 -0.889825 0.348689 0.863136 0.365245 0.846089 -0.457536 0.273506
111 116 -0.826951 -0.02058 -0.561897 0.513112 0.381049 -0.769098 0.229936 -0.924329 -0.304553
76 97 -0.919394 -0.322789 -0.224775 0.220923 0.049036 -0.974057 0.325437 -0.9452 0.026228
154 116 0.99392 -0.020878 0.108134 0.092538 0.690553 -0.717341 -0.059708 0.72298 0.688276
92 149 0.081075 0.988291 0.129247 -0.717025 -0.032238 0.696303 0.692318 -0.149129 0.706015
218 124 0.575364 -0.079462 -0.814027 0.813937 0.153462 0.560319 0.080398 -0.984954 0.152974
45 188 0.028109 0.30295 -0.952592 0.936848 -0.340327 -0.080589 -0.348611 -0.890169 -0.293374
119 126 -0.12612 -0.09885 -0.987077 -0.466729 -0.872102 0.146963 -0.875367 0.479231 0.06385
183 148 0.747217 0.544555 -0.380955 -0.603864 0.316959 -0.731355 -0.277519 0.776528 0.565678
76 135 0.172145 0.462688 -0.869647 0.97859 -0.181466 0.097158 -0.112855 -0.867747 -0.484016
128 213 -0.459873 0.886418 -0.052755 -0.765613 -0.42589 -0.482125 -0.449856 -0.18133 0.874503
155 12 -0.413656 0.582864 -0.699389 0.578049 -0.425359 -0.696373 -0.703397 -0.692334 -0.160975
88 162 0.747536 -0.618278 -0.242743 0.40657 0.136918 0.903299 -0.525254 -0.773945 0.353725
79 46 -0.397261 0.901921 -0.169487 -0.846748 -0.431451 -0.311262 -0.353851 0.019866 0.93508
107 97 -0.19443 0.888925 -0.414741 -0.626848 -0.43781 -0.644504 -0.754493 0.134667 0.642342
76 8 -0.159639 0.964424 0.210726 -0.981729 -0.132701 -0.136391 -0.103576 -0.228642 0.967981
97 208 0.727318 -0.011946 0.6862 0.606947 0.477919 -0.634983 -0.320363 0.878322 0.354851
